Recency,Frequency,Monetary,R_score,F_score,M_score,Segment
112,1,371.56,bad,low,medium,Lost
13,8,2046.0,good,high,high,VIP
595,1,163.1,bad,low,medium,Lost
76,1,454.10999999999996,medium,low,medium,At Risk
379,4,2209.98,bad,medium,high,Loyal
649,1,368.4,bad,low,medium,Lost
39,3,2024.98,medium,medium,high,Loyal
732,1,147.4,bad,low,medium,Lost
115,5,6279.0,bad,medium,high,Loyal
400,1,1993.34,bad,low,high,Lost
15,19,14592.56,good,high,high,VIP
160,10,862.2,bad,high,high,Loyal
0,6,4656.0,,medium,high,VIP
29,7,5771.51,good,high,high,VIP
526,1,102.0,bad,low,medium,Lost
679,1,231.32,bad,low,medium,Lost
92,5,431.92,bad,medium,medium,Loyal
22,8,2419.61,good,high,high,VIP
429,1,217.6,bad,low,medium,Lost
94,6,3100.09,bad,medium,high,Loyal
27,2,659.4599999999999,good,low,high,At Risk
32,9,4314.9800000000005,medium,high,high,Loyal
20,5,3780.05,good,medium,high,VIP
378,1,246.5,bad,low,medium,Lost
630,1,146.14000000000001,bad,low,medium,Lost
17,9,8657.39,good,high,high,VIP
2,44,26039.58,good,high,high,VIP
723,1,161.6,bad,low,medium,Lost
7,4,1131.56,good,medium,high,Loyal
404,2,402.5,bad,low,medium,Lost
15,14,13993.47,good,high,high,VIP
362,2,267.15,bad,low,medium,Lost
80,4,423.85,medium,medium,medium,Loyal
52,5,3610.96,medium,medium,high,Loyal
22,6,2040.03,good,medium,high,VIP
171,1,492.36,bad,low,medium,Lost
188,6,1000.27,bad,medium,high,Loyal
379,1,166.51,bad,low,medium,Lost
330,1,250.0,bad,low,medium,Lost
11,5,909.23,good,medium,high,VIP
155,4,331.58,bad,medium,medium,Loyal
32,35,27750.55,medium,high,high,Loyal
11,18,6598.55,good,high,high,VIP
386,1,171.81,bad,low,medium,Lost
44,3,62.43,medium,medium,low,Loyal
232,1,267.03,bad,low,medium,Lost
63,15,4218.94,medium,high,high,Loyal
382,2,344.61,bad,low,medium,Lost
1,1,343.5,good,low,medium,At Risk
39,16,7106.69,medium,high,high,Loyal
32,2,398.84,medium,low,medium,At Risk
83,16,17359.99,medium,high,high,Loyal
24,2,591.4,good,low,high,At Risk
1,4,1295.7,good,medium,high,Loyal
32,2,148.44,medium,low,medium,At Risk
18,23,5575.64,good,high,high,VIP
253,1,229.33,bad,low,medium,Lost
22,12,5111.95,good,high,high,VIP
21,5,1813.72,good,medium,high,VIP
7,2,2007.44,good,low,high,At Risk
24,10,3771.9,good,high,high,VIP
18,3,807.57,good,medium,high,Loyal
725,1,162.25,bad,low,medium,Lost
172,6,1087.82,bad,medium,high,Loyal
408,1,259.09,bad,low,medium,Lost
162,1,110.92,bad,low,medium,Lost
537,6,3358.3999999999996,bad,medium,high,Loyal
6,1,538.46,good,low,high,At Risk
10,2,460.68,good,low,medium,At Risk
113,1,85.13000000000001,bad,low,low,Lost
511,3,918.45,bad,medium,high,Loyal
287,2,242.84,bad,low,medium,Lost
8,20,8162.43,good,high,high,VIP
53,2,428.05,medium,low,medium,At Risk
606,2,1079.1000000000001,bad,low,high,Lost
6,26,10154.39,good,high,high,VIP
595,1,158.09,bad,low,medium,Lost
76,8,2345.96,medium,high,high,Loyal
3,12,2218.8,good,high,high,VIP
36,7,1710.08,medium,high,high,Loyal
216,2,252.52,bad,low,medium,Lost
59,1,437.23,medium,low,medium,At Risk
277,1,217.2,bad,low,medium,Lost
11,36,12112.35,good,high,high,VIP
23,1,279.77,good,low,medium,At Risk
28,1,473.65000000000003,good,low,medium,At Risk
638,1,214.13,bad,low,medium,Lost
567,1,1109.4,bad,low,high,Lost
397,2,153.52,bad,low,medium,Lost
11,8,1934.3899999999999,good,high,high,VIP
351,3,673.3800000000001,bad,medium,high,Loyal
21,7,2867.0,good,high,high,VIP
462,2,70.74000000000001,bad,low,low,Lost
49,2,173.16,medium,low,medium,At Risk
392,2,227.87,bad,low,medium,Lost
18,1,186.01,good,low,medium,At Risk
2,3,758.29,good,medium,high,Loyal
103,10,3586.35,bad,high,high,Loyal
6,25,9311.04,good,high,high,VIP
11,14,4051.63,good,high,high,VIP
4,10,4068.67,good,high,high,VIP
31,5,1207.18,medium,medium,high,Loyal
177,6,1518.7,bad,medium,high,Loyal
619,1,30.1,bad,low,low,Lost
37,1,940.6700000000001,medium,low,high,At Risk
150,5,397.98,bad,medium,medium,Loyal
161,1,127.1,bad,low,medium,Lost
68,5,1302.5,medium,medium,high,Loyal
376,8,1381.19,bad,high,high,Loyal
120,38,7794.59,bad,high,high,Loyal
24,3,682.9100000000001,good,medium,high,Loyal
375,1,107.86,bad,low,medium,Lost
23,6,1277.5,good,medium,high,VIP
176,1,455.3,bad,low,medium,Lost
592,3,1139.1,bad,medium,high,Loyal
49,7,1522.0800000000002,medium,high,high,Loyal
677,1,579.6,bad,low,high,Lost
255,3,478.53000000000003,bad,medium,medium,Loyal
381,5,1496.6,bad,medium,high,Loyal
582,3,217.9,bad,medium,medium,Loyal
46,1,388.58,medium,low,medium,At Risk
70,1,199.8,medium,low,medium,At Risk
15,5,1771.78,good,medium,high,VIP
487,1,357.6,bad,low,medium,Lost
100,9,3130.04,bad,high,high,Loyal
34,2,563.37,medium,low,high,At Risk
52,2,548.02,medium,low,high,At Risk
26,3,1250.06,good,medium,high,Loyal
427,4,1199.31,bad,medium,high,Loyal
10,30,14960.12,good,high,high,VIP
7,16,3230.51,good,high,high,VIP
78,2,88.48,medium,low,low,At Risk
51,1,216.39,medium,low,medium,At Risk
35,9,1936.8,medium,high,high,Loyal
60,17,5230.99,medium,high,high,Loyal
336,9,1708.97,bad,high,high,Loyal
27,5,1785.98,good,medium,high,VIP
183,1,298.48,bad,low,medium,Lost
51,1,112.46000000000001,medium,low,medium,At Risk
9,26,2997.28,good,high,high,VIP
35,2,195.15,medium,low,medium,At Risk
609,1,433.71999999999997,bad,low,medium,Lost
437,4,3147.36,bad,medium,high,Loyal
9,47,21373.97,good,high,high,VIP
437,1,317.11,bad,low,medium,Lost
395,3,828.5500000000001,bad,medium,high,Loyal
32,4,776.851,medium,medium,high,Loyal
10,1,336.40000000000003,good,low,medium,At Risk
56,4,1942.36,medium,medium,high,Loyal
3,4,1293.03,good,medium,high,Loyal
42,17,7852.61,medium,high,high,Loyal
140,8,2437.05,bad,high,high,Loyal
116,4,588.13,bad,medium,high,Loyal
103,9,3236.4,bad,high,high,Loyal
74,3,1067.52,medium,medium,high,Loyal
456,2,566.9,bad,low,high,Lost
4,17,5652.26,good,high,high,VIP
449,4,2240.9,bad,medium,high,Loyal
44,3,1481.4,medium,medium,high,Loyal
641,1,596.67,bad,low,high,Lost
15,8,3285.31,good,high,high,VIP
508,13,4352.46,bad,high,high,Loyal
16,2,554.65,good,low,high,At Risk
395,1,100.35,bad,low,medium,Lost
89,4,1444.58,medium,medium,high,Loyal
52,5,797.59,medium,medium,high,Loyal
378,6,2265.2,bad,medium,high,Loyal
133,3,1065.08,bad,medium,high,Loyal
3,29,23957.58,good,high,high,VIP
104,12,5345.55,bad,high,high,Loyal
729,1,105.78000000000002,bad,low,medium,Lost
191,3,664.0,bad,medium,high,Loyal
165,4,813.0,bad,medium,high,Loyal
18,3,1055.17,good,medium,high,Loyal
157,5,974.61,bad,medium,high,Loyal
414,1,169.0,bad,low,medium,Lost
203,2,657.35,bad,low,high,Lost
335,4,2170.35,bad,medium,high,Loyal
521,2,553.88,bad,low,high,Lost
36,5,1259.06,medium,medium,high,Loyal
90,5,1420.34,medium,medium,high,Loyal
92,2,877.4399999999999,bad,low,high,Lost
8,2,922.53,good,low,high,At Risk
242,1,560.67,bad,low,high,Lost
44,4,748.5,medium,medium,high,Loyal
22,1,30.0,good,low,low,At Risk
189,8,2423.4700000000003,bad,high,high,Loyal
43,3,532.49,medium,medium,high,Loyal
24,15,2812.99,good,high,high,VIP
316,8,1215.95,bad,high,high,Loyal
660,2,283.73,bad,low,medium,Lost
105,1,138.14,bad,low,medium,Lost
50,4,1254.03,medium,medium,high,Loyal
167,5,4015.12,bad,medium,high,Loyal
471,2,632.9399999999999,bad,low,high,Lost
39,1,301.32,medium,low,medium,At Risk
217,1,76.32000000000001,bad,low,low,Lost
39,4,684.34,medium,medium,high,Loyal
296,2,325.2,bad,low,medium,Lost
18,7,2657.13,good,high,high,VIP
724,1,45.300000000000004,bad,low,low,Lost
87,9,6414.79,medium,high,high,Loyal
72,13,6948.2300000000005,medium,high,high,Loyal
80,4,542.04,medium,medium,high,Loyal
18,3,3435.76,good,medium,high,Loyal
48,3,1305.63,medium,medium,high,Loyal
52,3,1893.89,medium,medium,high,Loyal
23,4,781.28,good,medium,high,Loyal
8,10,4507.58,good,high,high,VIP
24,14,2989.7,good,high,high,VIP
598,2,318.24,bad,low,medium,Lost
116,2,524.54,bad,low,high,Lost
546,3,173.95,bad,medium,medium,Loyal
449,1,55.980000000000004,bad,low,low,Lost
419,1,90.0,bad,low,low,Lost
8,9,2993.1,good,high,high,VIP
418,1,190.57,bad,low,medium,Lost
119,3,521.03,bad,medium,high,Loyal
3,2,239.76,good,low,medium,At Risk
251,4,571.3,bad,medium,high,Loyal
27,1,191.04,good,low,medium,At Risk
658,1,37.5,bad,low,low,Lost
0,24,10810.81,,high,high,VIP
266,4,1131.04,bad,medium,high,Loyal
32,13,3906.57,medium,high,high,Loyal
689,1,246.75,bad,low,medium,Lost
623,1,46.2,bad,low,low,Lost
17,1,309.65,good,low,medium,At Risk
171,2,696.68,bad,low,high,Lost
1,4,1542.14,good,medium,high,Loyal
475,2,140.39000000000001,bad,low,medium,Lost
264,1,211.5,bad,low,medium,Lost
139,6,3817.96,bad,medium,high,Loyal
200,1,143.1,bad,low,medium,Lost
63,4,1060.56,medium,medium,high,Loyal
34,4,945.58,medium,medium,high,Loyal
40,9,4378.72,medium,high,high,Loyal
283,2,327.85,bad,low,medium,Lost
416,1,898.87,bad,low,high,Lost
556,2,420.25,bad,low,medium,Lost
8,12,3472.4100000000003,good,high,high,VIP
142,4,1010.79,bad,medium,high,Loyal
11,5,784.8100000000001,good,medium,high,VIP
555,5,658.02,bad,medium,high,Loyal
145,11,3056.81,bad,high,high,Loyal
233,5,607.0,bad,medium,high,Loyal
539,1,293.79,bad,low,medium,Lost
32,31,10223.06,medium,high,high,Loyal
23,2,741.92,good,low,high,At Risk
11,1,507.08,good,low,high,At Risk
35,11,5258.1,medium,high,high,Loyal
364,4,947.65,bad,medium,high,Loyal
200,3,310.85,bad,medium,medium,Loyal
14,1,415.25,good,low,medium,At Risk
389,1,321.91,bad,low,medium,Lost
16,15,9445.51,good,high,high,VIP
379,2,544.6,bad,low,high,Lost
212,3,192.55,bad,medium,medium,Loyal
65,5,1726.58,medium,medium,high,Loyal
553,1,125.3,bad,low,medium,Lost
211,10,1682.07,bad,high,high,Loyal
282,1,162.3,bad,low,medium,Lost
114,4,2263.3,bad,medium,high,Loyal
420,1,327.68,bad,low,medium,Lost
434,2,1815.72,bad,low,high,Lost
14,8,1205.1200000000001,good,high,high,VIP
18,41,13372.970000000001,good,high,high,VIP
65,1,449.12,medium,low,medium,At Risk
48,1,154.88,medium,low,medium,At Risk
457,2,208.62,bad,low,medium,Lost
618,1,156.87,bad,low,medium,Lost
15,4,784.46,good,medium,high,Loyal
77,1,34.8,medium,low,low,At Risk
18,4,1094.59,good,medium,high,Loyal
133,1,196.88,bad,low,medium,Lost
12,9,2562.61,good,high,high,VIP
39,3,614.7600000000001,medium,medium,high,Loyal
234,3,44534.3,bad,medium,high,Loyal
2,18,6797.191,good,high,high,VIP
460,11,1380.44,bad,high,high,Loyal
39,9,4207.54,medium,high,high,Loyal
304,1,79.2,bad,low,low,Lost
50,9,3037.61,medium,high,high,Loyal
9,17,5993.12,good,high,high,VIP
60,4,532.96,medium,medium,high,Loyal
65,6,2940.36,medium,medium,high,Loyal
24,1,205.25,good,low,medium,At Risk
217,7,830.9300000000001,bad,high,high,Loyal
630,2,13916.34,bad,low,high,Lost
442,1,143.05,bad,low,medium,Lost
64,2,583.75,medium,low,high,At Risk
31,2,1086.92,medium,low,high,At Risk
87,8,4503.08,medium,high,high,Loyal
666,1,370.63,bad,low,medium,Lost
63,3,831.06,medium,medium,high,Loyal
115,34,15601.09,bad,high,high,Loyal
6,46,88704.32,good,high,high,VIP
612,1,321.45,bad,low,medium,Lost
603,3,1006.54,bad,medium,high,Loyal
417,1,280.88,bad,low,medium,Lost
5,2,774.52,good,low,high,At Risk
68,6,1329.94,medium,medium,high,Loyal
244,2,150.5,bad,low,medium,Lost
132,1,241.62,bad,low,medium,Lost
240,7,1762.61,bad,high,high,Loyal
430,1,307.95,bad,low,medium,Lost
462,2,124.08000000000001,bad,low,medium,Lost
183,3,475.28000000000003,bad,medium,medium,Loyal
24,3,345.46,good,medium,medium,Loyal
9,4,4014.1,good,medium,high,Loyal
10,1,246.3,good,low,medium,At Risk
467,2,848.3299999999999,bad,low,high,Lost
32,16,5969.93,medium,high,high,Loyal
45,5,8514.82,medium,medium,high,Loyal
25,3,948.05,good,medium,high,Loyal
508,1,221.82999999999998,bad,low,medium,Lost
357,6,1962.01,bad,medium,high,Loyal
9,1,220.85,good,low,medium,At Risk
43,5,3608.34,medium,medium,high,Loyal
399,2,933.84,bad,low,high,Lost
14,8,2399.57,good,high,high,VIP
735,2,777.0,bad,low,high,Lost
149,8,1979.8700000000001,bad,high,high,Loyal
0,17,5175.83,,high,high,VIP
112,6,2821.08,bad,medium,high,Loyal
492,3,1535.37,bad,medium,high,Loyal
75,4,1424.29,medium,medium,high,Loyal
106,7,1242.58,bad,high,high,Loyal
45,3,1063.95,medium,medium,high,Loyal
142,1,451.42,bad,low,medium,Lost
50,4,1929.66,medium,medium,high,Loyal
0,13,4206.39,,high,high,VIP
22,30,10189.23,good,high,high,VIP
45,3,784.58,medium,medium,high,Loyal
49,5,1817.52,medium,medium,high,Loyal
305,21,18409.93,bad,high,high,Loyal
35,7,1274.44,medium,high,high,Loyal
78,8,2999.04,medium,high,high,Loyal
21,7,3890.52,good,high,high,VIP
106,12,5201.47,bad,high,high,Loyal
207,2,1303.9099999999999,bad,low,high,Lost
16,6,2634.44,good,medium,high,VIP
63,5,2100.6,medium,medium,high,Loyal
541,2,144.14999999999998,bad,low,medium,Lost
420,3,2766.4,bad,medium,high,Loyal
587,1,340.5,bad,low,medium,Lost
48,10,3934.79,medium,high,high,Loyal
319,1,206.98,bad,low,medium,Lost
43,2,570.96,medium,low,high,At Risk
2,6,1840.06,good,medium,high,VIP
371,3,3897.17,bad,medium,high,Loyal
452,2,890.94,bad,low,high,Lost
171,1,532.94,bad,low,high,Lost
55,4,2598.28,medium,medium,high,Loyal
72,28,3794.07,medium,high,high,Loyal
374,1,1108.82,bad,low,high,Lost
98,2,636.14,bad,low,high,Lost
37,1,576.0,medium,low,high,At Risk
57,3,801.76,medium,medium,high,Loyal
253,1,836.79,bad,low,high,Lost
737,1,80.4,bad,low,low,Lost
69,7,3772.9900000000002,medium,high,high,Loyal
43,4,954.09,medium,medium,high,Loyal
49,1,137.37,medium,low,medium,At Risk
64,2,777.01,medium,low,high,At Risk
10,34,74163.0,good,high,high,VIP
32,3,1048.49,medium,medium,high,Loyal
58,2,355.56,medium,low,medium,At Risk
72,9,2742.41,medium,high,high,Loyal
392,2,548.8,bad,low,high,Lost
303,1,118.95000000000002,bad,low,medium,Lost
45,1,130.73999999999998,medium,low,medium,At Risk
17,11,4426.28,good,high,high,VIP
384,1,107.01,bad,low,medium,Lost
37,5,822.57,medium,medium,high,Loyal
621,1,139.94,bad,low,medium,Lost
18,6,1058.72,good,medium,high,VIP
526,1,109.73,bad,low,medium,Lost
186,3,257.26,bad,medium,medium,Loyal
51,1,110.8,medium,low,medium,At Risk
3,21,5583.81,good,high,high,VIP
136,6,1052.72,bad,medium,high,Loyal
3,52,34220.340000000004,good,high,high,VIP
18,2,570.48,good,low,high,At Risk
15,13,3960.37,good,high,high,VIP
431,1,438.46,bad,low,medium,Lost
40,17,2505.21,medium,high,high,Loyal
11,12,4401.79,good,high,high,VIP
7,13,2928.29,good,high,high,VIP
25,5,358.7,good,medium,medium,VIP
21,7,2180.76,good,high,high,VIP
40,5,2248.92,medium,medium,high,Loyal
100,1,230.53,bad,low,medium,Lost
4,31,9063.95,good,high,high,VIP
582,1,94.53,bad,low,low,Lost
276,3,323.65999999999997,bad,medium,medium,Loyal
32,4,862.61,medium,medium,high,Loyal
436,1,33.099999999999994,bad,low,low,Lost
14,4,795.68,good,medium,high,Loyal
499,4,313.91999999999996,bad,medium,medium,Loyal
63,21,11284.76,medium,high,high,Loyal
645,1,111.72,bad,low,medium,Lost
408,2,1449.1399999999999,bad,low,high,Lost
1,2,493.28,good,low,medium,At Risk
561,2,330.77,bad,low,medium,Lost
403,4,1157.3,bad,medium,high,Loyal
368,1,686.5600000000001,bad,low,high,Lost
311,5,501.39000000000004,bad,medium,high,Loyal
198,8,1495.98,bad,high,high,Loyal
1,2,396.48,good,low,medium,At Risk
431,2,249.70000000000002,bad,low,medium,Lost
92,15,1951.82,bad,high,high,Loyal
59,4,1052.8700000000001,medium,medium,high,Loyal
406,3,1027.15,bad,medium,high,Loyal
80,3,429.16,medium,medium,medium,Loyal
156,8,1806.28,bad,high,high,Loyal
394,5,535.65,bad,medium,high,Loyal
226,1,524.52,bad,low,high,Lost
668,1,128.2,bad,low,medium,Lost
481,1,305.28000000000003,bad,low,medium,Lost
252,2,420.29,bad,low,medium,Lost
149,1,179.17,bad,low,medium,Lost
193,2,222.05,bad,low,medium,Lost
0,25,5596.31,,high,high,VIP
368,1,112.5,bad,low,medium,Lost
23,4,900.4,good,medium,high,Loyal
16,7,703.22,good,high,high,VIP
379,1,145.01,bad,low,medium,Lost
9,12,8939.84,good,high,high,VIP
7,1,164.68,good,low,medium,At Risk
542,1,114.69,bad,low,medium,Lost
19,10,2555.64,good,high,high,VIP
3,3,967.45,good,medium,high,Loyal
490,2,764.57,bad,low,high,Lost
173,1,191.94,bad,low,medium,Lost
0,15,2681.8,,high,high,VIP
623,8,1702.34,bad,high,high,Loyal
177,9,1074.7,bad,high,high,Loyal
533,1,6.300000000000001,bad,low,low,Lost
377,2,205.99,bad,low,medium,Lost
401,1,429.21,bad,low,medium,Lost
15,13,3427.17,good,high,high,VIP
247,5,560.63,bad,medium,high,Loyal
190,3,582.88,bad,medium,high,Loyal
19,2,910.61,good,low,high,At Risk
153,9,571.64,bad,high,high,Loyal
172,4,802.11,bad,medium,high,Loyal
372,1,739.0,bad,low,high,Lost
372,1,254.16,bad,low,medium,Lost
730,1,102.82,bad,low,medium,Lost
193,1,207.15,bad,low,medium,Lost
541,1,134.44,bad,low,medium,Lost
646,1,123.39,bad,low,medium,Lost
655,1,293.53,bad,low,medium,Lost
643,1,594.0,bad,low,high,Lost
66,1,426.63,medium,low,medium,At Risk
427,1,239.9,bad,low,medium,Lost
3,8,2495.87,good,high,high,VIP
20,3,1107.46,good,medium,high,Loyal
417,2,2190.66,bad,low,high,Lost
238,2,416.86,bad,low,medium,Lost
378,2,282.79,bad,low,medium,Lost
63,1,145.35,medium,low,medium,At Risk
111,9,734.81,bad,high,high,Loyal
89,16,9060.39,medium,high,high,Loyal
310,1,35.8,bad,low,low,Lost
636,1,405.0,bad,low,medium,Lost
133,1,337.44,bad,low,medium,Lost
649,2,271.28999999999996,bad,low,medium,Lost
276,4,2164.24,bad,medium,high,Loyal
364,4,827.27,bad,medium,high,Loyal
502,3,2304.18,bad,medium,high,Loyal
82,1,1708.24,medium,low,high,At Risk
7,3,1509.0900000000001,good,medium,high,Loyal
16,2,364.72,good,low,medium,At Risk
31,10,7180.71,medium,high,high,Loyal
8,3,1013.17,good,medium,high,Loyal
33,4,806.57,medium,medium,high,Loyal
14,18,3669.5499999999997,good,high,high,VIP
588,1,190.75,bad,low,medium,Lost
23,22,8658.36,good,high,high,VIP
550,2,617.6,bad,low,high,Lost
31,3,930.1,medium,medium,high,Loyal
73,4,492.99,medium,medium,medium,Loyal
681,3,579.49,bad,medium,high,Loyal
373,4,410.95,bad,medium,medium,Loyal
378,1,451.28999999999996,bad,low,medium,Lost
448,1,295.83,bad,low,medium,Lost
19,2,470.76,good,low,medium,At Risk
662,1,272.96000000000004,bad,low,medium,Lost
16,13,3013.09,good,high,high,VIP
450,1,426.53000000000003,bad,low,medium,Lost
22,12,3041.6,good,high,high,VIP
387,1,418.05,bad,low,medium,Lost
2,5,1127.05,good,medium,high,VIP
303,2,1017.32,bad,low,high,Lost
17,18,5902.83,good,high,high,VIP
455,5,1810.27,bad,medium,high,Loyal
366,3,988.44,bad,medium,high,Loyal
38,7,3442.15,medium,high,high,Loyal
83,1,371.01,medium,low,medium,At Risk
164,6,1746.6399999999999,bad,medium,high,Loyal
16,2,1054.73,good,low,high,At Risk
76,3,3279.42,medium,medium,high,Loyal
602,1,329.22,bad,low,medium,Lost
88,7,6593.68,medium,high,high,Loyal
24,21,9362.77,good,high,high,VIP
604,1,324.51,bad,low,medium,Lost
21,8,3958.8199999999997,good,high,high,VIP
2,30,8759.32,good,high,high,VIP
122,7,2715.28,bad,high,high,Loyal
29,2,354.42,good,low,medium,At Risk
11,8,1682.13,good,high,high,VIP
18,3,770.09,good,medium,high,Loyal
375,2,372.51,bad,low,medium,Lost
43,7,2010.05,medium,high,high,Loyal
533,1,150.55,bad,low,medium,Lost
3,3,896.6,good,medium,high,Loyal
8,7,2797.57,good,high,high,VIP
54,3,1202.18,medium,medium,high,Loyal
413,1,696.19,bad,low,high,Lost
87,7,1686.9,medium,high,high,Loyal
36,16,8308.34,medium,high,high,Loyal
735,1,20.4,bad,low,low,Lost
2,3,12393.7,good,medium,high,Loyal
380,1,583.39,bad,low,high,Lost
624,1,169.21,bad,low,medium,Lost
29,10,5613.83,good,high,high,VIP
474,5,2146.39,bad,medium,high,Loyal
11,10,2436.22,good,high,high,VIP
210,2,347.17,bad,low,medium,Lost
47,7,3075.14,medium,high,high,Loyal
23,15,5384.13,good,high,high,VIP
21,4,992.71,good,medium,high,Loyal
245,11,1724.06,bad,high,high,Loyal
7,29,5880.46,good,high,high,VIP
34,5,2989.79,medium,medium,high,Loyal
3,84,57446.44,good,high,high,VIP
37,5,1130.27,medium,medium,high,Loyal
3,3,705.39,good,medium,high,Loyal
2,11,2533.94,good,high,high,VIP
46,5,1553.83,medium,medium,high,Loyal
38,4,698.13,medium,medium,high,Loyal
46,27,17465.85,medium,high,high,Loyal
16,3,851.01,good,medium,high,Loyal
394,2,532.25,bad,low,high,Lost
259,1,628.28,bad,low,high,Lost
45,3,719.81,medium,medium,high,Loyal
11,3,484.2,good,medium,medium,Loyal
29,1,439.65999999999997,good,low,medium,At Risk
42,1,236.09,medium,low,medium,At Risk
91,15,2048.36,bad,high,high,Loyal
595,1,82.2,bad,low,low,Lost
38,107,122209.14,medium,high,high,Loyal
309,1,331.24,bad,low,medium,Lost
91,2,548.94,bad,low,high,Lost
455,6,1970.45,bad,medium,high,Loyal
5,27,10836.13,good,high,high,VIP
195,6,928.72,bad,medium,high,Loyal
559,1,217.73,bad,low,medium,Lost
86,4,2556.84,medium,medium,high,Loyal
269,5,1509.34,bad,medium,high,Loyal
7,3,471.78000000000003,good,medium,medium,Loyal
423,2,456.4,bad,low,medium,Lost
64,7,2416.9,medium,high,high,Loyal
30,3,3166.4,good,medium,high,Loyal
21,8,2265.12,good,high,high,VIP
37,8,1856.5900000000001,medium,high,high,Loyal
434,1,340.84000000000003,bad,low,medium,Lost
119,8,3434.9300000000003,bad,high,high,Loyal
561,1,235.78,bad,low,medium,Lost
681,1,107.14,bad,low,medium,Lost
372,4,1075.23,bad,medium,high,Loyal
39,6,1899.68,medium,medium,high,Loyal
173,3,300.7,bad,medium,medium,Loyal
681,1,188.44,bad,low,medium,Lost
53,1,362.06,medium,low,medium,At Risk
32,6,3634.84,medium,medium,high,Loyal
144,4,2111.88,bad,medium,high,Loyal
220,1,134.8,bad,low,medium,Lost
44,1,664.85,medium,low,high,At Risk
15,10,3854.85,good,high,high,VIP
405,1,62.7,bad,low,low,Lost
65,12,3217.77,medium,high,high,Loyal
400,3,541.95,bad,medium,high,Loyal
430,1,89.65,bad,low,low,Lost
9,8,2863.45,good,high,high,VIP
259,1,335.32,bad,low,medium,Lost
724,1,111.0,bad,low,medium,Lost
364,8,2382.62,bad,high,high,Loyal
16,5,1521.87,good,medium,high,VIP
562,3,3395.29,bad,medium,high,Loyal
593,1,122.93,bad,low,medium,Lost
417,1,457.7,bad,low,medium,Lost
21,2,852.15,good,low,high,At Risk
44,4,1076.8,medium,medium,high,Loyal
287,4,4328.89,bad,medium,high,Loyal
296,1,122.39999999999999,bad,low,medium,Lost
389,1,265.25,bad,low,medium,Lost
502,2,736.9300000000001,bad,low,high,Lost
2,10,2234.73,good,high,high,VIP
625,1,2300.4,bad,low,high,Lost
283,2,362.99,bad,low,medium,Lost
16,3,1352.0,good,medium,high,Loyal
81,4,602.5600000000001,medium,medium,high,Loyal
55,8,4460.18,medium,high,high,Loyal
669,1,106.75,bad,low,medium,Lost
100,4,2351.42,bad,medium,high,Loyal
298,1,436.18,bad,low,medium,Lost
22,12,2343.53,good,high,high,VIP
58,10,2864.9900000000002,medium,high,high,Loyal
388,5,1739.92,bad,medium,high,Loyal
575,2,1437.43,bad,low,high,Lost
385,2,271.44,bad,low,medium,Lost
623,1,205.91,bad,low,medium,Lost
154,2,315.06,bad,low,medium,Lost
114,6,1587.94,bad,medium,high,Loyal
106,1,17.0,bad,low,low,Lost
11,11,3695.56,good,high,high,VIP
455,1,447.05,bad,low,medium,Lost
263,4,1584.97,bad,medium,high,Loyal
239,1,185.04999999999998,bad,low,medium,Lost
87,14,4448.1,medium,high,high,Loyal
49,7,1573.2,medium,high,high,Loyal
462,1,582.64,bad,low,high,Lost
70,4,3229.16,medium,medium,high,Loyal
41,3,1842.14,medium,medium,high,Loyal
6,22,6191.71,good,high,high,VIP
61,9,2778.61,medium,high,high,Loyal
248,5,2386.19,bad,medium,high,Loyal
65,1,108.38,medium,low,medium,At Risk
17,7,3204.1600000000003,good,high,high,VIP
84,4,2235.92,medium,medium,high,Loyal
218,3,939.48,bad,medium,high,Loyal
44,4,1819.27,medium,medium,high,Loyal
427,1,562.48,bad,low,high,Lost
142,4,195.73999999999998,bad,medium,medium,Loyal
182,1,161.38,bad,low,medium,Lost
170,1,135.75000000000003,bad,low,medium,Lost
9,12,2575.14,good,high,high,VIP
211,1,612.78,bad,low,high,Lost
189,3,654.4,bad,medium,high,Loyal
652,1,4376.25,bad,low,high,Lost
7,8,1720.81,good,high,high,VIP
58,6,3056.91,medium,medium,high,Loyal
56,5,1477.09,medium,medium,high,Loyal
72,6,1001.34,medium,medium,high,Loyal
51,1,307.78,medium,low,medium,At Risk
316,4,1772.49,bad,medium,high,Loyal
366,14,4587.65,bad,high,high,Loyal
28,15,14646.800000000001,good,high,high,VIP
38,2,801.31,medium,low,high,At Risk
17,11,3801.05,good,high,high,VIP
406,3,1396.05,bad,medium,high,Loyal
421,4,987.48,bad,medium,high,Loyal
51,12,9957.42,medium,high,high,Loyal
543,2,664.1999999999999,bad,low,high,Lost
3,56,22992.260000000002,good,high,high,VIP
21,5,2145.34,good,medium,high,VIP
262,2,819.45,bad,low,high,Lost
59,4,946.8,medium,medium,high,Loyal
679,1,422.7,bad,low,medium,Lost
378,3,910.35,bad,medium,high,Loyal
18,5,1111.15,good,medium,high,VIP
65,3,1557.6000000000001,medium,medium,high,Loyal
87,2,955.94,medium,low,high,At Risk
249,1,535.34,bad,low,high,Lost
2,12,4910.83,good,high,high,VIP
246,1,175.2,bad,low,medium,Lost
8,19,6805.4400000000005,good,high,high,VIP
156,4,946.38,bad,medium,high,Loyal
